10.126.2.83 - - [25/Oct/2018:00:57:19 +0800] "GET /phpmyadmin HTTP/1.0" 404 -
172.16.1.153 - - [25/Oct/2018:11:22:56 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0 HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:22:56 +0800] "GET /upms/resources/zheng-admin/images/zheng-cms.png HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:22:59 +0800] "GET /upms/sso/logout HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:11:22:59 +0800] "GET /upms/manage/index HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:11:22:59 +0800] "GET /upms/sso/login HTTP/1.0" 200 3041
172.16.1.153 - - [25/Oct/2018:11:23:00 +0800] "GET /upms/resources/zheng-admin/plugins/jsencrypt/jsencrypt.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:23:00 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/js/checkbix.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:23:00 +0800] "GET /upms/resources/zheng-admin/js/login.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:23:00 +0800] "GET /upms/resources/zheng-admin/css/login.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:23:00 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/css/checkbix.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:23:00 +0800] "GET /upms/sso/kaptcha HTTP/1.0" 200 1451
172.16.1.153 - - [25/Oct/2018:11:23:10 +0800] "GET /upms/sso/login HTTP/1.0" 200 3041
172.16.1.153 - - [25/Oct/2018:11:23:10 +0800] "GET /upms/resources/zheng-admin/css/login.css HTTP/1.0" 200 1645
172.16.1.153 - - [25/Oct/2018:11:23:10 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 200 3869
172.16.1.153 - - [25/Oct/2018:11:23:10 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/css/checkbix.min.css HTTP/1.0" 200 4008
172.16.1.153 - - [25/Oct/2018:11:23:10 +0800] "GET /upms/sso/kaptcha HTTP/1.0" 200 1485
172.16.1.153 - - [25/Oct/2018:11:23:10 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 200 70815
172.16.1.153 - - [25/Oct/2018:11:23:10 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 200 114011
172.16.1.153 - - [25/Oct/2018:11:23:10 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 200 97163
172.16.1.153 - - [25/Oct/2018:11:23:10 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 200 6227
172.16.1.153 - - [25/Oct/2018:11:23:10 +0800] "GET /upms/resources/zheng-admin/js/login.js HTTP/1.0" 200 2958
172.16.1.153 - - [25/Oct/2018:11:23:10 +0800] "GET /upms/resources/zheng-admin/plugins/jsencrypt/jsencrypt.min.js HTTP/1.0" 200 54919
172.16.1.153 - - [25/Oct/2018:11:23:10 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/js/checkbix.min.js HTTP/1.0" 200 1135
172.16.1.153 - - [25/Oct/2018:11:23:10 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 200 34653
172.16.1.153 - - [25/Oct/2018:11:23:11 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/fonts/Material-Design-Iconic-Font.woff?v=2.2.0 HTTP/1.0" 200 50312
172.16.1.153 - - [25/Oct/2018:11:23:11 +0800] "GET /upms/resources/zheng-admin/images/favicon.ico HTTP/1.0" 200 9662
172.16.1.153 - - [25/Oct/2018:11:23:22 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:11:23:22 +0800] "POST /upms/sso/login HTTP/1.0" 200 65
172.16.1.153 - - [25/Oct/2018:11:23:22 +0800] "GET /upms/ HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:11:23:22 +0800] "GET /upms/manage/index HTTP/1.0" 200 11785
172.16.1.153 - - [25/Oct/2018:11:23:22 +0800] "GET /upms/resources/zheng-admin/plugins/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.min.css HTTP/1.0" 200 42839
172.16.1.153 - - [25/Oct/2018:11:23:22 +0800] "GET /upms/resources/zheng-admin/images/logo.png HTTP/1.0" 200 892
172.16.1.153 - - [25/Oct/2018:11:23:22 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:23:22 +0800] "GET /upms/resources/zheng-admin/css/admin.css HTTP/1.0" 200 9554
172.16.1.153 - - [25/Oct/2018:11:23:22 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:23:22 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:23:23 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:23:23 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:23:23 +0800] "GET /upms/resources/zheng-admin/plugins/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.concat.min.js HTTP/1.0" 200 45479
172.16.1.153 - - [25/Oct/2018:11:23:23 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:23:23 +0800] "GET /upms/resources/zheng-admin/plugins/device.min.js HTTP/1.0" 200 3296
172.16.1.153 - - [25/Oct/2018:11:23:23 +0800] "GET /upms/resources/zheng-admin/js/admin.js HTTP/1.0" 200 8155
172.16.1.153 - - [25/Oct/2018:11:23:23 +0800] "GET /upms/resources/zheng-admin/plugins/BootstrapMenu.min.js HTTP/1.0" 200 18632
172.16.1.153 - - [25/Oct/2018:11:23:23 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.cookie.js HTTP/1.0" 200 3140
172.16.1.153 - - [25/Oct/2018:11:23:23 +0800] "GET /upms/resources/zheng-admin/images/avatar.jpg HTTP/1.0" 200 19370
172.16.1.153 - - [25/Oct/2018:11:23:23 +0800] "GET /upms/resources/zheng-admin/plugins/fullPage/jquery.fullPage.min.js HTTP/1.0" 200 29752
172.16.1.153 - - [25/Oct/2018:11:23:23 +0800] "GET /upms/resources/zheng-admin/plugins/fullPage/jquery.jdirk.min.js HTTP/1.0" 200 67188
172.16.1.153 - - [25/Oct/2018:11:23:23 +0800] "GET /upms/resources/zheng-admin/images/zheng-cms.png HTTP/1.0" 200 18664
172.16.1.153 - - [25/Oct/2018:11:23:23 +0800] "GET /upms/resources/zheng-admin/images/favicon.ico HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:25:19 +0800] "GET /upms/sso/index?appid=wbm-rms-admin&backurl=http%3A%2F%2Fwbm.dcits.com%2Frms%2Fmanage%2Ftalent%2FrmsTalentBase%2Fquery HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:11:25:19 +0800] "GET /upms/sso/login?backurl=http%3A%2F%2Fwbm.dcits.com%2Frms%2Fmanage%2Ftalent%2FrmsTalentBase%2Fquery HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:11:25:20 +0800] "POST /upms/sso/code HTTP/1.0" 200 76
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/sso/index?appid=wbm-rms-admin&backurl=http%3A%2F%2Fwbm.dcits.com%2Frms%2Fmanage%2Ftalent%2FrmsTalentBase%2Fcreate HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/sso/login?backurl=http%3A%2F%2Fwbm.dcits.com%2Frms%2Fmanage%2Ftalent%2FrmsTalentBase%2Fcreate HTTP/1.0" 200 3100
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/resources/zheng-admin/css/login.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/css/checkbix.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/sso/kaptcha HTTP/1.0" 200 1437
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/js/checkbix.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/resources/zheng-admin/js/login.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/resources/zheng-admin/plugins/jsencrypt/jsencrypt.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0 HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/sso/login?backurl=http%3A%2F%2Fwbm.dcits.com%2Frms%2Fmanage%2Ftalent%2FrmsTalentBase%2Fcreate HTTP/1.0" 200 3100
172.16.1.153 - - [25/Oct/2018:11:25:59 +0800] "GET /upms/sso/kaptcha HTTP/1.0" 200 1462
172.16.1.153 - - [25/Oct/2018:11:26:01 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:11:26:01 +0800] "POST /upms/sso/login HTTP/1.0" 200 84
172.16.1.153 - - [25/Oct/2018:11:26:16 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:11:26:16 +0800] "POST /upms/sso/login HTTP/1.0" 500 9931
172.16.1.153 - - [25/Oct/2018:11:26:20 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:11:26:20 +0800] "POST /upms/sso/login HTTP/1.0" 500 9931
172.16.1.153 - - [25/Oct/2018:11:27:26 +0800] "GET /upms/manage/domainTab/%E9%A2%84%E8%A7%88%E2%80%94%E2%80%94%E6%B8%B8%E4%B8%81%E8%B6%85/wbm-rms-admin/-manage-talent-rmsTalentBase-preview-6258 HTTP/1.0" 200 3042
172.16.1.153 - - [25/Oct/2018:11:27:26 +0800] "GET /upms/resources/zheng-admin/plugins/awesome-bootstrap-checkbox/awesome-bootstrap-checkbox.css HTTP/1.0" 200 9113
172.16.1.153 - - [25/Oct/2018:11:27:26 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:27:26 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:27:26 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.css HTTP/1.0" 200 17379
172.16.1.153 - - [25/Oct/2018:11:27:26 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:27:26 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.css HTTP/1.0" 200 5603
172.16.1.153 - - [25/Oct/2018:11:27:26 +0800] "GET /upms/resources/zheng-admin/plugins/select2/css/select2.min.css HTTP/1.0" 200 15196
172.16.1.153 - - [25/Oct/2018:11:27:26 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/css/zTreeStyle/zTreeStyle.css HTTP/1.0" 200 6223
172.16.1.153 - - [25/Oct/2018:11:27:26 +0800] "GET /upms/resources/zheng-admin/plugins/select2/theme/select2-bootstrap.min.css HTTP/1.0" 200 16050
172.16.1.153 - - [25/Oct/2018:11:27:27 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.css HTTP/1.0" 200 515
172.16.1.153 - - [25/Oct/2018:11:27:27 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.css HTTP/1.0" 200 32076
172.16.1.153 - - [25/Oct/2018:11:27:27 +0800] "GET /upms/resources/zheng-admin/css/common.css HTTP/1.0" 200 2065
172.16.1.153 - - [25/Oct/2018:11:27:27 +0800] "GET /upms/resources/css/admin.css HTTP/1.0" 200 17355
172.16.1.153 - - [25/Oct/2018:11:27:27 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:27:27 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:27:27 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.js HTTP/1.0" 200 53581
172.16.1.153 - - [25/Oct/2018:11:27:27 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/locale/bootstrap-table-zh-CN.min.js HTTP/1.0" 200 951
172.16.1.153 - - [25/Oct/2018:11:27:28 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:27:28 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.js HTTP/1.0" 200 22863
172.16.1.153 - - [25/Oct/2018:11:27:28 +0800] "GET /upms/resources/zheng-admin/plugins/select2/js/select2.min.js HTTP/1.0" 200 66843
172.16.1.153 - - [25/Oct/2018:11:27:28 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/js/jquery.ztree.all.min.js HTTP/1.0" 200 63569
172.16.1.153 - - [25/Oct/2018:11:27:28 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.min.js HTTP/1.0" 200 71514
172.16.1.153 - - [25/Oct/2018:11:27:28 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.js/ HTTP/1.0" 200 253669
172.16.1.153 - - [25/Oct/2018:11:27:30 +0800] "GET /upms/resources/zheng-admin/js/common.js HTTP/1.0" 200 1004
10.126.2.83 - - [25/Oct/2018:11:40:04 +0800] "GET / HTTP/1.0" 404 -
172.16.1.153 - - [25/Oct/2018:11:40:56 +0800] "GET /upms/sso/login HTTP/1.0" 200 3041
172.16.1.153 - - [25/Oct/2018:11:40:57 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:40:57 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:40:57 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/css/checkbix.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:40:57 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:40:57 +0800] "GET /upms/sso/kaptcha HTTP/1.0" 200 1440
172.16.1.153 - - [25/Oct/2018:11:40:57 +0800] "GET /upms/resources/zheng-admin/css/login.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:40:57 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:40:57 +0800] "GET /upms/resources/zheng-admin/js/login.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:40:57 +0800] "GET /upms/resources/zheng-admin/plugins/jsencrypt/jsencrypt.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:40:57 +0800] "GET /upms/resources/zheng-admin/plugins/checkbix/js/checkbix.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:40:57 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:40:57 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:40:57 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0 HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:02 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:11:41:02 +0800] "POST /upms/sso/login HTTP/1.0" 200 68
172.16.1.153 - - [25/Oct/2018:11:41:05 +0800] "GET /upms/sso/kaptcha HTTP/1.0" 200 1450
172.16.1.153 - - [25/Oct/2018:11:41:09 +0800] "GET /upms/sso/rsa/publicKey HTTP/1.0" 200 216
172.16.1.153 - - [25/Oct/2018:11:41:09 +0800] "POST /upms/sso/login HTTP/1.0" 200 65
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/ HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/manage/index HTTP/1.0" 200 84987
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/images/logo.png HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/plugins/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/css/admin.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/plugins/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.concat.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/plugins/BootstrapMenu.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.cookie.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/plugins/fullPage/jquery.jdirk.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/plugins/fullPage/jquery.fullPage.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/plugins/device.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0 HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/js/admin.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/images/avatar.jpg HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:41:10 +0800] "GET /upms/resources/zheng-admin/images/zheng-cms.png HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:42:05 +0800] "GET /upms/sso/login HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:11:42:21 +0800] "GET /upms/sso/index?appid=wbm-rms-admin&backurl=http%3A%2F%2Fwbm.dcits.com%2Frms%2Fmanage%2Ftalent%2FrmsTalentBase%2Fcreate HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:11:42:21 +0800] "GET /upms/sso/login?backurl=http%3A%2F%2Fwbm.dcits.com%2Frms%2Fmanage%2Ftalent%2FrmsTalentBase%2Fcreate HTTP/1.0" 302 -
172.16.1.153 - - [25/Oct/2018:11:42:21 +0800] "POST /upms/sso/code HTTP/1.0" 200 76
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/manage/domainTab/%E9%A2%84%E8%A7%88%E2%80%94%E2%80%94%E9%82%B1%E6%B4%AA%E5%86%AC/wbm-rms-admin/-manage-talent-rmsTalentBase-preview-6257 HTTP/1.0" 200 3042
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/css/bootstrap.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.css HTTP/1.0" 200 5603
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/material-design-iconic-font-2.2.0/css/material-design-iconic-font.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.css HTTP/1.0" 200 17379
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/select2/css/select2.min.css HTTP/1.0" 200 15196
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/select2/theme/select2-bootstrap.min.css HTTP/1.0" 200 16050
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.css HTTP/1.0" 200 32076
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.css HTTP/1.0" 200 515
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/css/zTreeStyle/zTreeStyle.css HTTP/1.0" 200 6223
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/awesome-bootstrap-checkbox/awesome-bootstrap-checkbox.css HTTP/1.0" 200 9113
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/css/common.css HTTP/1.0" 200 2065
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/jquery.1.12.4.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/css/admin.css HTTP/1.0" 200 17355
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/waves-0.7.5/waves.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-3.3.0/js/bootstrap.min.js HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/bootstrap-table.min.js HTTP/1.0" 200 53581
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.js HTTP/1.0" 200 22863
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/bootstrap-table-1.11.0/locale/bootstrap-table-zh-CN.min.js HTTP/1.0" 200 951
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/zTree_v3/js/jquery.ztree.all.min.js HTTP/1.0" 200 63569
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/js/common.js HTTP/1.0" 200 1004
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/select2/js/select2.min.js HTTP/1.0" 200 66843
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-ui.min.js/ HTTP/1.0" 200 253669
172.16.1.153 - - [25/Oct/2018:11:42:55 +0800] "GET /upms/resources/zheng-admin/plugins/webuploader-0.1.5/webuploader.min.js HTTP/1.0" 200 71514
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/manage/domainTab/%E9%A2%84%E8%A7%88%E2%80%94%E2%80%94%E5%8D%A2%E9%B9%8F/wbm-rms-admin/-manage-talent-rmsTalentBase-preview-6252 HTTP/1.0" 200 3036
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/jquery-confirm/jquery-confirm.min.css HTTP/1.0" 304 -
172.16.1.153 - - [25/Oct/2018:11:45:23 +0800] "GET /upms/resources/zheng-admin/plugins/awesome-bootstrap-checkbox/awesome-bootstrap-checkbox.css HTTP/1.0" 304 -
